j1,j2,j3,j4,j5,j6,j7,j8,j9
1.0000000000000000e+00,-8.6602540378443771e-01,5.0000000000000167e-01,4.0225687857034031e-01,5.4064081745559522e-01,-8.4125353283118265e-01,-5.0935360435984722e-01,3.5460488704253301e-01,-9.3501624268541583e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-9.8095540059105927e-16,3.2967394056293231e-01,6.5486073394528621e-01,-7.5574957435425727e-01,-9.0153150824589823e-01,5.6806474673115548e-01,-8.2298386589365657e-01
1.0000000000000000e+00,-8.6602540378443671e-01,-5.0000000000000344e-01,2.4912333788394220e-01,7.5574957435425749e-01,-6.5486073394528599e-01,-1.2470602207887473e+00,7.4851074817110019e-01,-6.6312265824079630e-01
1.0000000000000000e+00,-5.0000000000000633e-01,-8.6602540378443493e-01,1.6215165239662560e-01,8.4125353283118098e-01,-5.4064081745559789e-01,-1.5248723796748263e+00,8.8545602565320869e-01,-4.6472317204377084e-01
1.0000000000000000e+00,-4.4093474575670601e-15,-1.0000000000000000e+00,7.0463655676530332e-02,9.0963199535451855e-01,-4.1541501300188605e-01,-1.7175595417750689e+00,9.7094181742605112e-01,-2.3931566428756135e-01
1.0000000000000000e+00,4.9999999999999872e-01,-8.6602540378443937e-01,-2.4111057328842559e-02,9.5949297361449670e-01,-2.8173255684143195e-01,-1.8124573001479571e+00,1.0000000000000000e+00,-1.2246467991473533e-15
1.0000000000000000e+00,8.6602540378443937e-01,-4.9999999999999872e-01,-1.1965456223133732e-01,9.8982144188093302e-01,-1.4231483827328315e-01,-1.8024664994533248e+00,9.7094181742605168e-01,2.3931566428755896e-01
1.0000000000000000e+00,1.0000000000000000e+00,4.4112043994768247e-15,-2.1419949910839453e-01,1.0000000000000000e+00,-7.3478807948841188e-16,-1.6865578718523446e+00,8.8545602565320980e-01,4.6472317204376867e-01
1.0000000000000000e+00,8.6602540378444204e-01,4.9999999999999406e-01,-3.0576957766003737e-01,9.8982144188093268e-01,1.4231483827328520e-01,-1.4699254156668558e+00,7.4851074817110175e-01,6.6312265824079453e-01
1.0000000000000000e+00,5.0000000000000344e-01,8.6602540378443671e-01,-3.9242085977801411e-01,9.5949297361449815e-01,2.8173255684142712e-01,-1.1637741655420586e+00,5.6806474673115459e-01,8.2298386589365724e-01
1.0000000000000000e+00,9.7909845868129412e-16,1.0000000000000000e+00,-4.7228295773786022e-01,9.0963199535451911e-01,4.1541501300188471e-01,-7.8474947937493533e-01,3.5460488704253862e-01,9.3501624268541372e-01
1.0000000000000000e+00,-5.0000000000000167e-01,8.6602540378443771e-01,-5.4359927625266424e-01,8.4125353283118176e-01,5.4064081745559667e-01,-3.5403633240895910e-01,1.2053668025532378e-01,9.9270887409805386e-01
1.0000000000000000e+00,-8.6602540378444104e-01,4.9999999999999578e-01,-6.0476543507571567e-01,7.5574957435425849e-01,6.5486073394528488e-01,1.0382290989246883e-01,-1.2053668025532475e-01,9.9270887409805375e-01
1.0000000000000000e+00,-1.0000000000000000e+00,6.3694013168394133e-15,-6.5436503575971383e-01,6.5486073394528466e-01,7.5574957435425860e-01,5.6232637921327111e-01,-3.5460488704253290e-01,9.3501624268541583e-01
1.0000000000000000e+00,-8.6602540378444037e-01,-4.9999999999999700e-01,-6.9120198123111598e-01,5.4064081745559944e-01,8.4125353283117998e-01,9.9454666385857016e-01,-5.6806474673115537e-01,8.2298386589365669e-01
1.0000000000000000e+00,-5.0000000000000044e-01,-8.6602540378443837e-01,-7.1432861928573343e-01,4.1541501300188771e-01,9.0963199535451777e-01,1.3747120544127867e+00,-7.4851074817109775e-01,6.6312265824079908e-01
1.0000000000000000e+00,-1.1759704174997533e-14,-1.0000000000000000e+00,-7.2306905984194125e-01,2.8173255684143028e-01,9.5949297361449726e-01,1.6797422307355505e+00,-8.8545602565320869e-01,4.6472317204377095e-01
1.0000000000000000e+00,5.0000000000000466e-01,-8.6602540378443593e-01,-7.1703710932606557e-01,1.4231483827328498e-01,9.8982144188093280e-01,1.8906469374578299e+00,-9.7094181742605201e-01,2.3931566428755802e-01
1.0000000000000000e+00,8.6602540378443571e-01,-5.0000000000000511e-01,-6.9614837210228353e-01,-9.8033641995447082e-16,1.0000000000000000e+00,1.9937030301627536e+00,-1.0000000000000000e+00,-2.2056021997384123e-15
1.0000000000000000e+00,1.0000000000000000e+00,-2.9391523179536475e-15,-6.6062618628993375e-01,-1.4231483827328339e-01,9.8982144188093302e-01,1.9813372207731217e+00,-9.7094181742605257e-01,-2.3931566428755538e-01
1.0000000000000000e+00,8.6602540378443860e-01,5.0000000000000000e-01,-6.1100118727056263e-01,-2.8173255684142878e-01,9.5949297361449770e-01,1.8526582683226518e+00,-8.8545602565320991e-01,-4.6472317204376856e-01
1.0000000000000000e+00,5.0000000000000977e-01,8.6602540378443305e-01,-5.4810442410216154e-01,-4.1541501300188627e-01,9.0963199535451844e-01,1.6136023359951992e+00,-7.4851074817110419e-01,-6.6312265824079175e-01
1.0000000000000000e+00,-5.8813995390902372e-15,1.0000000000000000e+00,-4.7305408919871833e-01,-5.4064081745559811e-01,8.4125353283118087e-01,1.2766776293633091e+00,-5.6806474673115759e-01,-8.2298386589365513e-01
1.0000000000000000e+00,-4.9999999999999534e-01,8.6602540378444137e-01,-3.8723605716915871e-01,-6.5486073394528621e-01,7.5574957435425738e-01,8.6031794775918213e-01,-3.5460488704253540e-01,-9.3501624268541494e-01
1.0000000000000000e+00,-8.6602540378443749e-01,5.0000000000000211e-01,-2.9227856176934958e-01,-7.5574957435425749e-01,6.5486073394528610e-01,3.8787804065394060e-01,-1.2053668025532743e-01,-9.9270887409805342e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-4.9109668093211799e-16,-1.9002146765229569e-01,-8.4125353283118087e-01,5.4064081745559800e-01,-1.1367471886035967e-01,1.2053668025532110e-01,-9.9270887409805419e-01
1.0000000000000000e+00,-8.6602540378444404e-01,-4.9999999999999067e-01,-8.2480713233770889e-02,-9.0963199535451700e-01,4.1541501300188938e-01,-6.1529915406670199e-01,3.5460488704253607e-01,-9.3501624268541461e-01
1.0000000000000000e+00,-5.0000000000000677e-01,-8.6602540378443471e-01,2.8191390107569679e-02,-9.5949297361449670e-01,2.8173255684143206e-01,-1.0875618194712351e+00,5.6806474673115237e-01,-8.2298386589365879e-01
1.0000000000000000e+00,-4.8992061772260007e-15,-1.0000000000000000e+00,1.3974922153736058e-01,-9.8982144188093246e-01,1.4231483827328678e-01,-1.5023638880368371e+00,7.4851074817109997e-01,-6.6312265824079653e-01
1.0000000000000000e+00,4.9999999999999833e-01,-8.6602540378443960e-01,2.4989941562646018e-01,-1.0000000000000000e+00,8.5725275940314722e-16,-1.8346120817962790e+00,8.8545602565321024e-01,-4.6472317204376790e-01
1.0000000000000000e+00,8.6602540378443915e-01,-4.9999999999999917e-01,3.5634800403989320e-01,-9.8982144188093280e-01,-1.4231483827328509e-01,-2.0637343331405864e+00,9.7094181742605112e-01,-2.3931566428756157e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.0289509035384120e-14,4.5684816511470289e-01,-9.5949297361449815e-01,-2.8173255684142701e-01,-2.1749487601775486e+00,1.0000000000000000e+00,-1.4695761589768238e-15
1.0000000000000000e+00,8.6602540378444237e-01,4.9999999999999367e-01,5.4924758788773376e-01,-9.0963199535451922e-01,-4.1541501300188460e-01,-2.1602079420929186e+00,9.7094181742605346e-01,2.3931566428755183e-01
1.0000000000000000e+00,5.0000000000000377e-01,8.6602540378443649e-01,6.3153445329353641e-01,-8.4125353283118187e-01,-5.4064081745559656e-01,-2.0187586647929550e+00,8.8545602565320825e-01,4.6472317204377156e-01
1.0000000000000000e+00,1.4689571783402355e-15,1.0000000000000000e+00,7.0188105238714438e-01,-7.5574957435425860e-01,-6.5486073394528477e-01,-1.7572792563235342e+00,7.4851074817110186e-01,6.6312265824079430e-01
1.0000000000000000e+00,-5.0000000000000122e-01,8.6602540378443793e-01,7.5868409943155235e-01,-6.5486073394528477e-01,-7.5574957435425860e-01,-1.3895810931845480e+00,5.6806474673115481e-01,8.2298386589365713e-01
1.0000000000000000e+00,-8.6602540378443371e-01,5.0000000000000844e-01,8.0060085595834296e-01,-5.4064081745559955e-01,-8.4125353283117987e-01,-9.3588641614344203e-01,3.5460488704253884e-01,9.3501624268541361e-01
1.0000000000000000e+00,-1.0000000000000000e+00,6.8592600364983547e-15,8.2658025945920588e-01,-4.1541501300188782e-01,-9.0963199535451777e-01,-4.2171974889890768e-01,1.2053668025532403e-01,9.9270887409805386e-01
1.0000000000000000e+00,-8.6602540378444059e-01,-4.9999999999999661e-01,8.3588834577472648e-01,-2.8173255684143039e-01,-9.5949297361449715e-01,1.2352652782824915e-01,-1.2053668025531745e-01,9.9270887409805464e-01
1.0000000000000000e+00,-5.0000000000001321e-01,-8.6602540378443105e-01,8.2812736570052692e-01,-1.4231483827328861e-01,-9.8982144188093224e-01,6.6827192892011855e-01,-3.5460488704253262e-01,9.3501624268541594e-01
1.0000000000000000e+00,-1.2249562894656474e-14,-1.0000000000000000e+00,8.0324812165648174e-01,-2.6948419387607653e-15,-1.0000000000000000e+00,1.1805769750838995e+00,-5.6806474673114937e-01,8.2298386589366079e-01
1.0000000000000000e+00,5.0000000000000422e-01,-8.6602540378443615e-01,7.6155518697311675e-01,1.4231483827328678e-01,-9.8982144188093246e-01,1.6300157216608873e+00,-7.4851074817110219e-01,6.6312265824079397e-01
1.0000000000000000e+00,8.6602540378444259e-01,-4.9999999999999323e-01,7.0370481568402565e-01,2.8173255684143206e-01,-9.5949297361449670e-01,1.9894819328570086e+00,-8.8545602565321180e-01,4.6472317204376484e-01
1.0000000000000000e+00,1.0000000000000000e+00,-3.4290110376125889e-15,6.3069550170659694e-01,4.1541501300188616e-01,-9.0963199535451844e-01,2.2368217288233478e+00,-9.7094181742605190e-01,2.3931566428755824e-01
