j1,j2,j3,j4,j5,j6,j7,j8,j9
1.0000000000000000e+00,-8.6602540378443771e-01,5.0000000000000167e-01,4.9512817354212579e-01,4.3125376481664185e-01,-9.0223067467886098e-01,7.7839489093106451e-01,-5.9295458486142494e-01,-8.0523590350394536e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-9.8095540059105927e-16,4.2717493198208012e-01,5.5443097623737059e-01,-8.3222971143097035e-01,4.2576091041094910e-01,-3.9037591082562600e-01,-9.2065555353077777e-01
1.0000000000000000e+00,-8.6602540378443671e-01,-5.0000000000000344e-01,3.4943756189641256e-01,6.6647922758636824e-01,-7.4552360069677071e-01,4.4102752296266978e-02,-1.6657647458027003e-01,-9.8602853818558855e-01
1.0000000000000000e+00,-5.0000000000000633e-01,-8.6602540378443493e-01,2.6335318492105020e-01,7.6514940117574348e-01,-6.4385277345088854e-01,-3.4603527872437695e-01,6.6278027971043790e-02,-9.9780119413050894e-01
1.0000000000000000e+00,-4.4093474575670601e-15,-1.0000000000000000e+00,1.7055322374689835e-01,8.4846091426533610e-01,-5.2925804383498043e-01,-7.2331727248956379e-01,2.9552966919744267e-01,-9.5533356196882879e-01
1.0000000000000000e+00,4.9999999999999872e-01,-8.6602540378443937e-01,7.2832592554127995e-02,9.1474147482524526e-01,-4.0403964438472528e-01,-1.0667824918433886e+00,5.0871637234237432e-01,-8.6093417431927677e-01
1.0000000000000000e+00,8.6602540378443937e-01,-4.9999999999999872e-01,-2.7884970190158169e-02,9.6266064905285798e-01,-2.7071105401355566e-01,-1.3570093518982600e+00,6.9424934770796243e-01,-7.1973456441042816e-01
1.0000000000000000e+00,1.0000000000000000e+00,4.4112043994768247e-15,-1.2958475803706540e-01,9.9125656685161401e-01,-1.3194854555299834e-01,-1.5772119914452418e+00,8.4204305711655159e-01,-5.3941031688484775e-01
1.0000000000000000e+00,8.6602540378444204e-01,4.9999999999999406e-01,-2.3020139730725314e-01,9.9995522921886637e-01,9.4625344302936218e-03,-1.7142076082532764e+00,9.4406346189809642e-01,-3.2976382443952434e-01
1.0000000000000000e+00,5.0000000000000344e-01,8.6602540378443671e-01,-3.2766078615068767e-01,9.8858202999025546e-01,1.5068367522842543e-01,-1.7591989919647326e+00,9.9476475174423684e-01,-1.0219143157440780e-01
1.0000000000000000e+00,9.7909845868129412e-16,1.0000000000000000e+00,-4.1992282042094781e-01,9.5736526066738969e-01,2.8888017873724231e-01,-1.7083261329425370e+00,9.9139081392950412e-01,1.3093606858385237e-01
1.0000000000000000e+00,-5.0000000000000167e-01,8.6602540378443771e-01,-5.0502402679977765e-01,9.0693152797725995e-01,4.2127805967179499e-01,-1.5629529320232411e+00,9.3412505508860688e-01,3.5694590830503603e-01
1.0000000000000000e+00,-8.6602540378444104e-01,4.9999999999999578e-01,-5.8111921363294883e-01,8.3829317614562537e-01,5.4521972710796107e-01,-1.3296692464857054e+00,8.2608043126574360e-01,5.6355223456198200e-01
1.0000000000000000e+00,-1.0000000000000000e+00,6.3694013168394133e-15,-6.4652125849715625e-01,7.5282796635406612e-01,6.5821732966794566e-01,-1.0200040194857838e+00,6.7313022820058943e-01,7.3952396572567036e-01
1.0000000000000000e+00,-8.6602540378444037e-01,-4.9999999999999700e-01,-6.9973817866208743e-01,6.5225142127006841e-01,7.5800269356459138e-01,-6.4986120845987938e-01,4.8358879060331245e-01,8.7529531108239444e-01
1.0000000000000000e+00,-5.0000000000000044e-01,-8.6602540378443837e-01,-7.3950667600275455e-01,5.3858238977178929e-01,8.4257285111004399e-01,-2.3870577024673204e-01,2.6775955591605188e-01,9.6348576544526010e-01
1.0000000000000000e+00,-1.1759704174997533e-14,-1.0000000000000000e+00,-7.6482141082742217e-01,4.1410252307850554e-01,9.1023024580598055e-01,1.9145879370312238e-01,3.7374961361901417e-02,9.9930131204917183e-01
1.0000000000000000e+00,5.0000000000000466e-01,-8.6602540378443593e-01,-7.7495933841071363e-01,2.8131047571266737e-01,9.5961680698824403e-01,6.1726768986653269e-01,-1.9504132916953151e-01,9.8079502441426691e-01
1.0000000000000000e+00,8.6602540378443571e-01,-5.0000000000000511e-01,-7.6949853629626008e-01,1.4287175060668830e-01,9.8974121005370908e-01,1.0152639125905234e+00,-4.1685520917161212e-01,9.0897290090876282e-01
1.0000000000000000e+00,1.0000000000000000e+00,-2.9391523179536475e-15,-7.4833105786309972e-01,1.5651951015660155e-03,9.9999877508139678e-01,1.3631902202560977e+00,-6.1600891721037065e-01,7.8773917886398592e-01
1.0000000000000000e+00,8.6602540378443860e-01,5.0000000000000000e-01,-7.1166946614190063e-01,-1.3977277818960424e-01,9.9018360442756259e-01,1.6412328596976620e+00,-7.8167649460279187e-01,6.2368410095615834e-01
1.0000000000000000e+00,5.0000000000000977e-01,8.6602540378443305e-01,-6.6004682907093815e-01,-2.7830512601203977e-01,9.6049271565974026e-01,1.8331475915343687e+00,-9.0485228252570948e-01,4.2572567083512075e-01
1.0000000000000000e+00,-5.8813995390902372e-15,1.0000000000000000e+00,-5.9431009073729779e-01,-4.1125112175839956e-01,9.1152208687033909e-01,1.9272041447883135e+00,-9.7884046796146407e-01,2.0462487209765584e-01
1.0000000000000000e+00,-4.9999999999999534e-01,8.6602540378444137e-01,-5.1560686993683924e-01,-5.3594217232733432e-01,8.4425469375127427e-01,1.9168944215895443e+00,-9.9961906685338064e-01,-2.7599296787718431e-02
1.0000000000000000e+00,-8.6602540378443749e-01,5.0000000000000211e-01,-4.2536587478450555e-01,-6.4987538415308488e-01,7.6004077855854568e-01,1.8013621190418678e+00,-9.6605855841417754e-01,-2.5832317301148394e-01
1.0000000000000000e+00,-1.0000000000000000e+00,-4.9109668093211799e-16,-3.2527125724703837e-01,-7.5076380318799374e-01,6.6057074702313257e-01,1.5855262912799426e+00,-8.7998328566674655e-01,-4.7500464939530557e-01
1.0000000000000000e+00,-8.6602540378444404e-01,-4.9999999999999067e-01,-2.1723136149977168e-01,-8.3658232038285274e-01,5.4784123724199696e-01,1.2798879484626482e+00,-7.4607228449532825e-01,-6.6586496101531123e-01
1.0000000000000000e+00,-5.0000000000000677e-01,-8.6602540378443471e-01,-1.0334244214972092e-01,-9.0560832121536661e-01,4.2411504164021974e-01,9.0002618343537943e-01,-5.7160493212146468e-01,-8.2052897668175973e-01
1.0000000000000000e+00,-4.8992061772260007e-15,-1.0000000000000000e+00,1.4151960026055611e-02,-9.5645626331849642e-01,2.9187568648110979e-01,4.6580757660950001e-01,-3.6606524150646907e-01,-9.3058918914890176e-01
1.0000000000000000e+00,4.9999999999999833e-01,-8.6602540378443960e-01,1.3290519855857749e-01,-9.8810548814023036e-01,1.5377758063891225e-01,3.4879621247945754e-04,-1.4062631216344251e-01,-9.9006274565166319e-01
1.0000000000000000e+00,8.6602540378443915e-01,-4.9999999999999917e-01,2.5051438829111067e-01,-9.9992070837802294e-01,1.2592734285800050e-02,-4.7121352591074406e-01,9.2457037462878616e-02,-9.9571667467386915e-01
1.0000000000000000e+00,1.0000000000000000e+00,-1.0289509035384120e-14,3.6456902290976367e-01,-9.9166475994851544e-01,-1.2884488300376248e-01,-9.2308021380883887e-01,3.2051443965702386e-01,-9.4724362968105735e-01
1.0000000000000000e+00,8.6602540378444237e-01,4.9999999999999367e-01,4.7270035938464766e-01,-9.6350336252532665e-01,-2.6769622784490066e-01,-1.3302009625834110e+00,5.3114873627504089e-01,-8.4727859642116954e-01
1.0000000000000000e+00,5.0000000000000377e-01,8.6602540378443649e-01,5.7263055798833906e-01,-9.1600179308777141e-01,-4.0117417047959053e-01,-1.6696625369566129e+00,7.1290988596511218e-01,-7.0125565558732628e-01
1.0000000000000000e+00,1.4689571783402355e-15,1.0000000000000000e+00,6.6222055954378212e-01,-8.5011353925157440e-01,-5.2659944016411753e-01,-1.9219768521997656e+00,8.5591738629470804e-01,-5.1711258719783215e-01
1.0000000000000000e+00,-5.0000000000000122e-01,8.6602540378443793e-01,7.3951569562202346e-01,-7.6716116014053282e-01,-6.4145440552843025e-01,-2.0721966061106314e+00,9.5239737603284924e-01,-3.0485937434453875e-01
1.0000000000000000e+00,-8.6602540378443371e-01,5.0000000000000844e-01,8.0278806250514212e-01,-6.6880973897428753e-01,-7.4343361038706435e-01,-2.1107947580288493e+00,9.9710522080677488e-01,-7.6034062365973196e-02
1.0000000000000000e+00,-1.0000000000000000e+00,6.8592600364983547e-15,8.5057474535621458e-01,-5.5703346025202582e-01,-8.3049005060846748e-01,-2.0342564073774354e+00,9.8761061045507570e-01,1.5692444716025852e-01
1.0000000000000000e+00,-8.6602540378444059e-01,-4.9999999999999661e-01,8.8171105426664798e-01,-4.3407598242030282e-01,-9.0087626313820091e-01,-1.8453468752192541e+00,9.2442967023793854e-01,3.8135257280340479e-01
1.0000000000000000e+00,-5.0000000000001321e-01,-8.6602540378443105e-01,8.9535802733382464e-01,-3.0240540145491801e-01,-9.5317940240591115e-01,-1.5530372295951647e+00,8.1099690436359839e-01,5.8505044322063415e-01
1.0000000000000000e+00,-1.2249562894656474e-14,-1.0000000000000000e+00,8.9102356591554310e-01,-1.6466470936207209e-01,-9.8634960003576033e-01,-1.1720871800068413e+00,6.5347849697569516e-01,7.5694507990367865e-01
1.0000000000000000e+00,5.0000000000000422e-01,-8.6602540378443615e-01,8.6857669160639317e-01,-2.3618742033426402e-02,-9.9972103860264860e-01,-7.2230417919007028e-01,4.6043711952528049e-01,8.8769232223967254e-01
1.0000000000000000e+00,8.6602540378444259e-01,-4.9999999999999323e-01,8.2825455085660171e-01,1.1790131864190506e-01,-9.9302531642576963e-01,-2.2751566757328237e-01,2.4236646553668548e-01,9.7018477435138850e-01
1.0000000000000000e+00,1.0000000000000000e+00,-3.4290110376125889e-15,7.7066193880252254e-01,2.5705477441273628e-01,-9.6639683513120911e-01,2.8569233319124698e-01,1.1120815371077657e-02,9.9993816182076101e-01
