j1,j2,j3,j4,j5,j6,j7
3.3959310470549030e-02,7.7040091733487541e+00,1.7477315210658985e+03,3.9649037286900979e+05,-5.8594579989566478e+02,-1.3292766416433052e+05,-3.0155969892320029e+07
3.3172905823713739e-02,7.6181578224158608e+00,1.7495099439178025e+03,4.0177495862072334e+05,-5.8028512850661036e+02,-1.3326247976154307e+05,-3.0603728477238372e+07
2.6622361650257376e-02,6.8757573434119719e+00,1.7758018490830098e+03,4.5863634356266895e+05,-5.3351885808246038e+02,-1.3779191547695705e+05,-3.5587518010233693e+07
2.3956429272031593e-02,6.5585516418040886e+00,1.7955346829767052e+03,4.9156353015853249e+05,-5.1512249431705754e+02,-1.4102508526918082e+05,-3.8608437594143629e+07
1.6651329081901006e-02,5.6472982581267255e+00,1.9152812042436790e+03,6.4956762041924370e+05,-4.7317356211507422e+02,-1.6047681359132740e+05,-5.4425711329498701e+07
1.5832373378230871e-02,5.5433888909199753e+00,1.9409067523778108e+03,6.7956968121004291e+05,-4.7043734588892113e+02,-1.6471422791608798e+05,-5.7671392620259881e+07
1.4988756738014381e-02,5.4371715067147166e+00,1.9723339640607635e+03,7.1546414546304196e+05,-4.6854701931510687e+02,-1.6996543125655502e+05,-6.1654960188315332e+07
1.4485498024432461e-02,5.3745543320051752e+00,1.9941208938038803e+03,7.3987867522805370e+05,-4.6800306971964113e+02,-1.7364317895807844e+05,-6.4426828688815847e+07
1.3300034728405557e-02,5.2311696593764729e+00,2.0575236504259542e+03,8.0926520218553639e+05,-4.6915934033348537e+02,-1.8452975173996645e+05,-7.2579241954363599e+07
1.1170966157948187e-02,5.0105134508244999e+00,2.2473655980983126e+03,1.0080108917150361e+06,-4.8797073431547199e+02,-2.1886951346251866e+05,-9.8169542873343483e+07
1.0478854109047080e-02,4.9646714997843251e+00,2.3521620631678175e+03,1.1144073422876485e+06,-5.0443121176278424e+02,-2.3898941950897194e+05,-1.1322840717496072e+08
9.6936047576588746e-03,4.9545952637346042e+00,2.5323927312000310e+03,1.2943565727709599e+06,-5.3915118680041974e+02,-2.7557095459743054e+05,-1.4084982631383869e+08
9.4679140451954715e-03,4.9678144995140636e+00,2.6066122678950296e+03,1.3676894569645219e+06,-5.5530520330675620e+02,-2.9136864017505501e+05,-1.5288112549985138e+08
9.1369375494422950e-03,5.0138944802564591e+00,2.7513745960407323e+03,1.5098168095773517e+06,-5.8937345188125028e+02,-3.2341868171983608e+05,-1.7747600159376007e+08
9.1027470190176655e-03,5.0214393655709051e+00,2.7700268116235338e+03,1.5280575903640061e+06,-5.9398783402758750e+02,-3.2766744876297837e+05,-1.8075447143560940e+08
8.8763462446621554e-03,5.0952002713609703e+00,2.9247468597666243e+03,1.6788631924432376e+06,-6.3405830955277315e+02,-3.6396215084948292e+05,-2.0892155383062017e+08
8.6057648232744869e-03,5.3687924426480214e+00,3.3493748532703949e+03,2.0895409959612684e+06,-7.5855989427369980e+02,-4.7323517564159044e+05,-2.9523249667576259e+08
2.6479643285949908e+00,5.6825314491648498e+01,1.2194712489907768e+03,2.6169853003342072e+04,-1.7255684508760785e+03,-3.7030698955800646e+04,-7.9467879959148192e+05
2.7697241641717176e+00,6.7387388914297887e+01,1.6395351722848675e+03,3.9889890741690826e+04,-2.8227035685367900e+03,-6.8676377822500101e+04,-1.6708962724214273e+06
2.4467543113760470e+00,8.1794996629301238e+01,2.7344067373175408e+03,9.1411217228525391e+04,-6.4191708239803856e+03,-2.1459288064566432e+05,-7.1738399999845596e+06
1.9346855327734003e+00,7.5878366595372754e+01,2.9759495378705196e+03,1.1671674087528177e+05,-6.9124280075176148e+03,-2.7110542645484093e+05,-1.0632754825558858e+07
1.5229075509354593e+00,6.7282055600328590e+01,2.9725212164225172e+03,1.3132598734154680e+05,-6.4092765633602794e+03,-2.8316183856925712e+05,-1.2510090027989781e+07
9.0119006600744056e-01,4.9583477431729385e+01,2.7280829282937507e+03,1.5009912271472218e+05,-4.6772876894834617e+03,-2.5734436867538007e+05,-1.4159087164519411e+07
2.3029341723889588e-01,2.1723578048145047e+01,2.0491851172815223e+03,1.9329963211316601e+05,-1.7619041720890225e+03,-1.6620042055315751e+05,-1.5677685670779347e+07
2.1825880537933609e-01,2.1048879190783172e+01,2.0299539091591291e+03,1.9576875499930640e+05,-1.6980913181836809e+03,-1.6376392672563420e+05,-1.5793393093420161e+07
1.3333922196615627e-01,1.5843366354018688e+01,1.8825087901845004e+03,2.2367969444972230e+05,-1.2259385919285028e+03,-1.4566602349294469e+05,-1.7308036911431685e+07
1.1157878919484064e-01,1.4335642835753125e+01,1.8418433915375613e+03,2.3664003894474584e+05,-1.0967614614193785e+03,-1.4091191256316175e+05,-1.8104362526115019e+07
8.9363080479428245e-02,1.2684195643250044e+01,1.8003947296029112e+03,2.5554802791983724e+05,-9.5985990628876232e+02,-1.3624251509862690e+05,-1.9338262593099106e+07
7.1870543720710153e-02,1.1277925720653835e+01,1.7697321040849997e+03,2.7770636177301814e+05,-8.4753974153932745e+02,-1.3299593624235128e+05,-2.0869722315149758e+07
5.9439693396147228e-02,1.0202823371448671e+01,1.7513146317091646e+03,3.0061315653287811e+05,-7.6471358554648862e+02,-1.3126308695905478e+05,-2.2531308876521751e+07
4.8213683043247677e-02,9.1605997782170583e+00,1.7405139578612411e+03,3.3069765199363581e+05,-6.8741377468853057e+02,-1.3060861719082081e+05,-2.4815637266255952e+07
3.5021820841705208e-02,7.8189717211191043e+00,1.7456636264570511e+03,3.8973686124280118e+05,-5.9359333901751711e+02,-1.3252564886905087e+05,-2.9587676366504297e+07
3.4834849962871138e-02,7.7988262096875909e+00,1.7460012118248578e+03,3.9089475130334916e+05,-5.9224781748946066e+02,-1.3259244137954045e+05,-2.9684795776051521e+07
3.2668374958607638e-02,7.5627288029176682e+00,1.7507717178754401e+03,4.0530365268816438e+05,-5.7665432248034585e+02,-1.3349547565420007e+05,-3.0904202613947317e+07
2.5394347706677912e-02,6.7307718596549808e+00,1.7839910814015525e+03,4.7284683612548158e+05,-5.2496155242610917e+02,-1.3914105947054023e+05,-3.6879337812666692e+07
2.4651713346473952e-02,6.6421576440739418e+00,1.7896629556192829e+03,4.8220678676205955e+05,-5.1985138659567770e+02,-1.4006875760433942e+05,-3.7740126048913211e+07
2.4271544001598793e-02,6.5965202287545193e+00,1.7928022677709032e+03,4.8724780033477605e+05,-5.1725841974367097e+02,-1.4058049331793489e+05,-3.8206966473948345e+07
2.4005032694128448e-02,6.5644162405363655e+00,1.7951052651370742e+03,4.9088948580438428e+05,-5.1545110835338073e+02,-1.4095526009031548e+05,-3.8545625424297675e+07
1.7015736692182620e-02,5.6936356545712270e+00,1.9051474263760783e+03,6.3748138033969956e+05,-4.7461622562338806e+02,-1.5881133525584187e+05,-5.3139860889957249e+07
1.6601222674861579e-02,5.6409294526912159e+00,1.9167314187299485e+03,6.5128616877024912e+05,-4.7298512049428808e+02,-1.6071561409275414e+05,-5.4609558512576930e+07
1.5875689895954292e-02,5.5488711324339439e+00,1.9394414382083119e+03,6.7787357148256921e+05,-4.7056215028297106e+02,-1.6447088276690405e+05,-5.7485862944688298e+07
1.5283051971701369e-02,5.4740835552239968e+00,1.9607072478101311e+03,7.0228612202063273e+05,-4.6908105224129065e+02,-1.6801545129178549e+05,-6.0179774343691722e+07
1.4090798090143401e-02,5.3260398621124025e+00,2.0131365470812461e+03,7.6092535206576949e+05,-4.6795886821992042e+02,-1.7687909300976555e+05,-6.6856759575831190e+07
1.3230563174095971e-02,5.2230294242378665e+00,2.0618953258063825e+03,8.1397441776858561e+05,-4.6936387431456171e+02,-1.8529077666315954e+05,-7.3147239903315485e+07
1.1791595643021223e-02,5.0663769839804997e+00,2.1768195349370617e+03,9.3529228138105781e+05,-4.7897321757127190e+02,-2.0579563266167272e+05,-8.8422151529414296e+07
1.0618967668914524e-02,4.9720130419391584e+00,2.3279959464967528e+03,1.0900142620687096e+06,-5.0035272187731920e+02,-2.3427515143739840e+05,-1.0969231140601867e+08
1.0165180474098926e-02,4.9531874896141836e+00,2.4135396680643030e+03,1.1760454740576928e+06,-5.1545342132425355e+02,-2.5116498860866899e+05,-1.2238516399934615e+08
9.5502196465258263e-03,4.9617211151560277e+00,2.5778125881681622e+03,1.3392767520568869e+06,-5.4892335892442691e+02,-2.8518764189559675e+05,-1.4816638747043830e+08
9.4940979812698102e-03,4.9656980671435482e+00,2.5972090600580900e+03,1.3584182546821828e+06,-5.5320614240434577e+02,-2.8934340866174496e+05,-1.5133528303235245e+08
8.6376584852267419e-03,5.2947982748591400e+00,3.2456583945059042e+03,1.9895561392481741e+06,-7.2633479708334369e+02,-4.4523596726411884e+05,-2.7292519557323223e+08
8.5871935484922810e-03,5.4836959281316853e+00,3.5018333827456131e+03,2.2362357798875212e+06,-8.0792107724352184e+02,-5.1593032071694068e+05,-3.2946794350663114e+08
8.5869394408689560e-03,5.5073194797957132e+00,3.5321744215617787e+03,2.2653953870128626e+06,-8.1802043078782208e+02,-5.2464558349007752e+05,-3.3648669142719620e+08
8.6100149263883992e-03,5.3558597849599039e+00,3.3316125792343078e+03,2.0724296049127011e+06,-7.5296197411902654e+02,-4.6837999600074039e+05,-2.9135577651226056e+08
8.5925457991793790e-03,5.4261926721817781e+00,3.4266406724827930e+03,2.1639235846728836e+06,-7.8328464355304516e+02,-4.9464425240374799e+05,-3.1236784539296687e+08
8.6249727164527477e-03,5.7267231345431311e+00,3.8023723596426025e+03,2.5246611756318989e+06,-9.1187490274008132e+02,-6.0545757917233184e+05,-4.0200566884305322e+08
8.5895783290129146e-03,5.5565982210384544e+00,3.5945633891897764e+03,2.3253230564668663e+06,-8.3906987166663566e+02,-5.4279429998114659e+05,-3.5113363265780371e+08
9.5668626951319665e-03,7.1587876861402986e+00,5.3568492376619242e+03,4.0084767160500409e+06,-1.5799056106571552e+03,-1.1822275693986425e+06,-8.8464906790531027e+08
9.5866389523811286e-03,7.1824057695134655e+00,5.3811302265771837e+03,4.0315965770538920e+06,-1.5920090128110155e+03,-1.1927490724881408e+06,-8.9361953259883988e+08
9.6069115505858366e-03,7.2065286305564600e+00,5.4059053869256231e+03,4.0551858669483867e+06,-1.6044107366524056e+03,-1.2035326699924355e+06,-9.0281799706812537e+08
8.5896999124845056e-03,5.5578794313739737e+00,3.5961703072762161e+03,2.3268660356200025e+06,-8.3961702172802688e+02,-5.4326579773890250e+05,-3.5151470176897943e+08
8.5895697487335856e-03,5.5565067747582688e+00,3.5944486675233761e+03,2.3252128985341964e+06,-8.3903081888319423e+02,-5.4276064642734954e+05,-3.5110643456738812e+08
9.5375010797604069e-03,7.1235595564730483e+00,5.3205866327297199e+03,3.9739461559858276e+06,-1.5619236753324035e+03,-1.1666007931057722e+06,-8.7133413237070119e+08
9.5698544002289655e-03,7.1623661287633640e+00,5.3605296817503640e+03,4.0119812297124248e+06,-1.5817369659983838e+03,-1.1838193974621703e+06,-8.8600595164261210e+08
9.5469389852101631e-03,7.1349048505968149e+00,5.3322711400935304e+03,3.9850728365489002e+06,-1.5677055037784628e+03,-1.1716247082488341e+06,-8.7561372570976627e+08
9.5879382879696835e-03,7.1839545210270455e+00,5.3827216039699342e+03,4.0331118162065526e+06,-1.5928040320209682e+03,-1.1934402770723510e+06,-8.9420899640200043e+08
8.5902230844174497e-03,5.5631143716995846e+00,3.6027284982563683e+03,2.3331630027558068e+06,-8.4185265039995716e+02,-5.4519219492551626e+05,-3.5307191735571361e+08
9.5560178141883625e-03,7.1457990010937733e+00,5.3434855770379017e+03,3.9957516447974015e+06,-1.5732657242791781e+03,-1.1764566433014837e+06,-8.7973074872798347e+08
9.6150564329518361e-03,7.2161960034946828e+00,5.4158272625827940e+03,4.0646325188410124e+06,-1.6093920595692209e+03,-1.2078648346272958e+06,-9.0651463703613174e+08
1.5114161821083298e-02,1.2867743949615686e+01,1.0955211166384308e+04,9.3269381307246070e+06,-5.6846421104398760e+03,-4.8397337535651978e+06,-4.1204041257728014e+09
1.4506331327337205e-02,1.2271921112987457e+01,1.0381677103954000e+04,8.7825873796319645e+06,-5.1435440848374419e+03,-4.3512839894499313e+06,-3.6810557165549588e+09
1.4675950986811700e-02,1.2438455499362387e+01,1.0542088573929597e+04,8.9348417499482892e+06,-5.2921189512752144e+03,-4.4852824959637951e+06,-3.8014563266291547e+09
1.4945177188184687e-02,1.2702354447553811e+01,1.0796112115609410e+04,9.1759395704199057e+06,-5.5317903501399223e+03,-4.7016345722944243e+06,-3.9960602720302000e+09
1.5142841728304766e-02,1.2895795444241623e+01,1.0982188358270609e+04,9.3525414277868327e+06,-5.7107693683081343e+03,-4.8633483017448904e+06,-4.1416760472489657e+09
1.4924420167638416e-02,1.2682026037450743e+01,1.0776551625323769e+04,9.1573747436188739e+06,-5.5131437004187455e+03,-4.6847938594308291e+06,-3.9809035820513468e+09
1.5067874648965172e-02,1.2822459968776382e+01,1.0911656984229325e+04,9.2856018604394719e+06,-5.6425882547943165e+03,-4.8017297530648671e+06,-4.0861759852631407e+09
1.4752281630423471e-02,1.2513327847374102e+01,1.0614180079978136e+04,9.0032659692398533e+06,-5.3595901984391621e+03,-4.5461651940220511e+06,-3.8561937025253243e+09
