j1,j2,j3,j4,j5,j6,j7
9.4032169209166475e-02,2.1332137906791509e+01,4.8394088055347220e+03,1.0978682816236073e+06,-3.3478264736515996e+02,-7.5948791381260191e+04,-1.7229742812752690e+07
9.1985765545567366e-02,2.1124531057539546e+01,4.8512485573639569e+03,1.1140892311986329e+06,-3.3254931588844710e+02,-7.6369950393781895e+04,-1.7538359107932013e+07
7.4430814571844806e-02,1.9223246479470358e+01,4.9647878682528089e+03,1.2822557627336530e+06,-3.1104749285716622e+02,-8.0334235980220328e+04,-2.0747923126611501e+07
6.7004905348305291e-02,1.8343932937205537e+01,5.0220185202187595e+03,1.3748780102802895e+06,-3.0051846095845355e+02,-8.2272939056595831e+04,-2.2523862525524233e+07
4.5642179110138056e-02,1.5479545045203320e+01,5.2498877020807058e+03,1.7804994141606714e+06,-2.6413518944532018e+02,-8.9581449500380331e+04,-3.0381548598053996e+07
4.3131490887804505e-02,1.5101628904546990e+01,5.2875333283490381e+03,1.8513240442548487e+06,-2.5914364459171173e+02,-9.0733964280896020e+04,-3.1768682913670126e+07
4.0512369165939408e-02,1.4695861914944521e+01,5.3309239096461251e+03,1.9337926482241317e+06,-2.5374800941729606e+02,-9.2047090416124149e+04,-3.3390082048449036e+07
3.8932049188422822e-02,1.4444958210380520e+01,5.3595128447974839e+03,1.9885400508052106e+06,-2.5039543180314408e+02,-9.2904217061920543e+04,-3.4470251656484380e+07
3.5146408318970583e-02,1.3823785320017508e+01,5.4371712420692866e+03,2.1385481929306914e+06,-2.4205414352311755e+02,-9.5204735730512592e+04,-3.7445926657525204e+07
2.8014975832694831e-02,1.2565557110238611e+01,5.6360293306553240e+03,2.5279282356788325e+06,-2.2509832681367206e+02,-1.0096335252573634e+05,-4.5285092508368514e+07
2.5531583380239021e-02,1.2096353573889642e+01,5.7310103962374342e+03,2.7152381055293712e+06,-2.1882039526088056e+02,-1.0367272686670000e+05,-4.9118064534905113e+07
2.2496580476453903e-02,1.1498452213125120e+01,5.8770888951725110e+03,3.0038976761005740e+06,-2.1094020369307484e+02,-1.0781575691160442e+05,-5.5106789672659256e+07
2.1546753952519759e-02,1.1305581798887118e+01,5.9320387698760715e+03,3.1125407425539745e+06,-2.0844471548472850e+02,-1.0937094221483705e+05,-5.7386933380124994e+07
2.0031228825741727e-02,1.0992136818125774e+01,6.0319350789465179e+03,3.3100243745719017e+06,-2.0446145549315551e+02,-1.1219822370186908e+05,-6.1568775256400660e+07
1.9862100639107590e-02,1.0956729196557312e+01,6.0441700939888751e+03,3.3342059906480233e+06,-2.0401836167866406e+02,-1.1254468903641823e+05,-6.2084152260049753e+07
1.8636391811816994e-02,1.0697661627819190e+01,6.1406717276007712e+03,3.5248683850773950e+06,-2.0082979431511643e+02,-1.1528031853276314e+05,-6.6173208444176704e+07
1.6360444091587403e-02,1.0206626650977718e+01,6.3675061024789593e+03,3.9724323570925235e+06,-1.9514683521101193e+02,-1.2174430461474191e+05,-7.5951401876952887e+07
1.0142737922289937e+00,2.1766315581234203e+01,4.6710513237328604e+02,1.0024076140730718e+04,-6.8980281245576371e+00,-1.4803168355300693e+02,-3.1767599290475282e+03
9.9955290496977245e-01,2.4319122177914561e+01,5.9168424258866116e+02,1.4395677622182127e+04,-1.1932900136852220e+01,-2.9032746032961444e+02,-7.0636671098195202e+03
9.3316193128148905e-01,3.1195603362740176e+01,1.0428690204164043e+03,3.4863111352520398e+04,-4.3360540850684515e+01,-1.4495428806383836e+03,-4.8458218499741168e+04
8.7980053791440449e-01,3.4505777097002941e+01,1.3533165777444553e+03,5.3077076179137541e+04,-7.4841126793806225e+01,-2.9352689928530808e+03,-1.1512124989969780e+05
8.3031769094031460e-01,3.6683435585743098e+01,1.6206741841781300e+03,7.1601385456989796e+04,-1.0691533464901423e+02,-4.7235194847934481e+03,-2.0868509083817460e+05
7.1907560160179806e-01,3.9563539600130930e+01,2.1767859487992037e+03,1.1976676290293220e+05,-1.8377570907646123e+02,-1.0111339513386896e+04,-5.5632590002654714e+05
4.0103631544520812e-01,3.7829755635946483e+01,3.5684808491388317e+03,3.3661479849926598e+05,-3.7424124630698395e+02,-3.5302176764137803e+04,-3.3300543341611186e+06
3.8893649309259309e-01,3.7509035393849679e+01,3.6173713733828631e+03,3.4885929524904332e+05,-3.7889401947730869e+02,-3.6540539238391655e+04,-3.5239696041504908e+06
2.8531862793008178e-01,3.3901559370652315e+01,4.0281832844209080e+03,4.7862873785489221e+05,-4.0431006851423467e+02,-4.8040122340861359e+04,-5.7081273365411460e+06
2.5193770557977518e-01,3.2368956412889510e+01,4.1587635199280439e+03,5.3431793704035506e+05,-4.0565557730908864e+02,-5.2118628572671703e+04,-6.6962013990168599e+06
2.1384746017935524e-01,3.0353508497857682e+01,4.3083769961859189e+03,6.1153103083862935e+05,-4.0187212657152014e+02,-5.7041729645561558e+04,-8.0965031058910079e+06
1.8040377071099087e-01,2.8308959699968685e+01,4.4422419561190854e+03,6.9707660775420687e+05,-3.9291559420094984e+02,-6.1656315042013041e+04,-9.6751089563926831e+06
1.5442931856607336e-01,2.6507792531866492e+01,4.5500625880948837e+03,7.8101824324648676e+05,-3.8153781812781210e+02,-6.5490966481638949e+04,-1.1241524396573326e+07
1.2912953842186489e-01,2.4534612300154333e+01,4.6615763370293225e+03,8.8569950403557136e+05,-3.6592481377383189e+02,-6.9525714617028061e+04,-1.3209885777235331e+07
9.6777407391979625e-02,2.1606523974333371e+01,4.8238725425096673e+03,1.0769777838407082e+06,-3.3769738491301194e+02,-7.5394318155679051e+04,-1.6832535471436903e+07
9.6295946697860832e-02,2.1558736546717082e+01,4.8265699380790202e+03,1.0805724777371311e+06,-3.3719281376628771e+02,-7.5490727145996498e+04,-1.6900863993445694e+07
9.0666248521883000e-02,2.0989236532815916e+01,4.8590082573468844e+03,1.1248604115758038e+06,-3.3108113392242893e+02,-7.6645282503042297e+04,-1.7743382899454296e+07
7.1031865090108462e-02,1.8826995842133250e+01,4.9900952479574180e+03,1.3226247454711138e+06,-3.0634519776435451e+02,-8.1196794667442155e+04,-2.1521210426605549e+07
6.8958549421605064e-02,1.8580191556157267e+01,5.0062468128910141e+03,1.3488831412653548e+06,-3.0338087774600189e+02,-8.1742943699882744e+04,-2.2024818750496410e+07
6.7891850072970786e-02,1.8451647012831998e+01,5.0147886251474811e+03,1.3629192525425821e+06,-3.0182644595886467e+02,-8.2030391482700245e+04,-2.2294219797168266e+07
6.7141873604735114e-02,1.8360616755950865e+01,5.0208942580823223e+03,1.3730137438151918e+06,-3.0072137703579978e+02,-8.2235267764209799e+04,-2.2488056322800811e+07
4.6750185764222157e-02,1.5643079658566377e+01,5.2343308845528954e+03,1.7514594572802444e+06,-2.6628393908561623e+02,-8.9101268857438045e+04,-2.9814175572387345e+07
4.5489400143350664e-02,1.5456843274709122e+01,5.2520807763134126e+03,1.7846045269835347e+06,-2.6383634608485801e+02,-8.9648952036173912e+04,-3.0461817412371531e+07
4.3265038354491844e-02,1.5121996205661988e+01,5.2854401138029780e+03,1.8473670285764167e+06,-2.5941353110006406e+02,-9.0670217390094389e+04,-3.1691054382185787e+07
4.1430110581967480e-02,1.4839437008249114e+01,5.3151895476146674e+03,1.9037945921646215e+06,-2.5566112166104628e+02,-9.1572700556553566e+04,-3.2799509885346357e+07
3.7682149210083095e-02,1.4243098758427207e+01,5.3836064687103162e+03,2.0348955730431254e+06,-2.4769050499458257e+02,-9.3622057077852325e+04,-3.5387265134286627e+07
3.4921383620766980e-02,1.3785914611970179e+01,5.4422655113674673e+03,2.1484431559225353e+06,-2.4154416529895403e+02,-9.5354390135068097e+04,-3.7643052593620829e+07
3.0154869891089522e-02,1.2956341397405525e+01,5.5668216448092580e+03,2.3918405879087457e+06,-2.3035809565769566e+02,-9.8975659380285506e+04,-4.2525881809333473e+07
2.6045013853814133e-02,1.2194796386632854e+01,5.7098475641492350e+03,2.6734648264859547e+06,-2.2013262649976534e+02,-1.0307049837972013e+05,-4.8259668751352564e+07
2.4356324482374077e-02,1.1868106230526415e+01,5.7829721229486067e+03,2.8178688263491672e+06,-2.1579155543701108e+02,-1.0514875121779238e+05,-5.1235832005893700e+07
2.1899079118050772e-02,1.1377447564992098e+01,5.9110391079159945e+03,3.0710212581266752e+06,-2.0937114884464324e+02,-1.0877668667074594e+05,-5.6513839792919338e+07
2.1659664348418189e-02,1.1328654244153164e+01,5.9252260293194295e+03,3.0990709701149408e+06,-2.0874167583633502e+02,-1.0917815871267831e+05,-5.7103452351492129e+07
1.6810226991020367e-02,1.0304501043225576e+01,6.3165560944868448e+03,3.8719857203594912e+06,-1.9623026414435677e+02,-1.2028718961784923e+05,-7.3734844363845408e+07
1.5787103233592076e-02,1.0081486253939564e+01,6.4379363069032661e+03,4.1112017462253571e+06,-1.9380890445389369e+02,-1.2376442829521197e+05,-7.9034726265039414e+07
1.5683672454227394e-02,1.0058880165243281e+01,6.4513633827804306e+03,4.1376464191800570e+06,-1.9357361690098801e+02,-1.2415037493561766e+05,-7.9625084468707755e+07
1.6433712704638143e-02,1.0222590987920157e+01,6.3589627240357331e+03,3.9555927624864271e+06,-1.9532148944725125e+02,-1.2149973251066265e+05,-7.5578908608257696e+07
1.6058069669662885e-02,1.0140670996392114e+01,6.4038337342216191e+03,4.0440210031609526e+06,-1.9443450287323262e+02,-1.2278538856444639e+05,-7.7538972878447890e+07
1.4887383178089545e-02,9.8847758087561157e+00,6.5631945937397977e+03,4.3577643144054143e+06,-1.9183970785807048e+02,-1.2737581082652305e+05,-8.4573717114486501e+07
1.5480788203685196e-02,1.0014521888963953e+01,6.4783942099707810e+03,4.1908732144300984e+06,-1.9311822468844025e+02,-1.2492817955095200e+05,-8.0816039351510838e+07
1.2534776880888013e-02,9.3796481921996904e+00,7.0186969457411060e+03,5.2520207375286128e+06,-1.8808951547659950e+02,-1.4074550353598464e+05,-1.0531845284094194e+08
1.2513516388525390e-02,9.3752516134471087e+00,7.0240322613107073e+03,5.2624752104965951e+06,-1.8807080073346651e+02,-1.4090452461752045e+05,-1.0556707888869248e+08
1.2492107711193667e-02,9.3708296784748164e+00,7.0294341750110998e+03,5.2730597520428263e+06,-1.8805235148543599e+02,-1.4106559094328494e+05,-1.0581894239019577e+08
1.5475728720148518e-02,1.0013415511084897e+01,6.4790803722923711e+03,4.1922241640880555e+06,-1.9310697696474361e+02,-1.2494793837526769e+05,-8.0846314046333194e+07
1.5481149721406720e-02,1.0014600943280794e+01,6.4783452041989121e+03,4.1907767291442342e+06,-1.9311902858617034e+02,-1.2492676840210773e+05,-8.0813877211639464e+07
1.2567054273847888e-02,9.3863328371369867e+00,7.0106519960576161e+03,5.2362559758554334e+06,-1.8811866707722740e+02,-1.4050583243998111e+05,-1.0494380624942191e+08
1.2531536311491917e-02,9.3789777216098944e+00,7.0195082961844928e+03,5.2536105941133602e+06,-1.8808663780196594e+02,-1.4076968233012536e+05,-1.0535625334633569e+08
1.2556584201101008e-02,9.3841632026928377e+00,7.0132543695324939e+03,5.2413556530701090e+06,-1.8810911402469074e+02,-1.4058334636635263e+05,-1.0506496390689364e+08
1.2512132672218110e-02,9.3749656473128624e+00,7.0243805105621086e+03,5.2631575851488709e+06,-1.8806959623707789e+02,-1.4091490637255536e+05,-1.0558331189776453e+08
1.5455163351742225e-02,1.0008918338221783e+01,6.4818756050158090e+03,4.1977274605642883e+06,-1.9306131448615938e+02,-1.2502843787438166e+05,-8.0969666651828319e+07
1.2546597870089195e-02,9.3820949552952975e+00,7.0157429656707172e+03,5.2462322748692492e+06,-1.8810008887776189e+02,-1.4065748446101276e+05,-1.0518085373025613e+08
1.2483613373584831e-02,9.3690766730091504e+00,7.0315857338600972e+03,5.2772754091193415e+06,-1.8804514246125953e+02,-1.4112975986859988e+05,-1.0591929607898289e+08
1.0587412634808519e-02,9.0138054948969284e+00,7.6740835841903991e+03,6.5334845410721796e+06,-1.8880473899854493e+02,-1.6074269064119121e+05,-1.3685150453119096e+08
1.0670643874732851e-02,9.0270445987077501e+00,7.6366089191687961e+03,6.4603420473492267e+06,-1.8862754022467124e+02,-1.5957324020386513e+05,-1.3499417401526380e+08
1.0646260893649267e-02,9.0231319578034999e+00,7.6474652595167772e+03,6.4815327060508486e+06,-1.8867745995122738e+02,-1.5991169440706325e+05,-1.3553155747776234e+08
1.0609433462577162e-02,9.0172757828482073e+00,7.6640532061161766e+03,6.5139087414743220e+06,-1.8875596884943306e+02,-1.6042936060419862e+05,-1.3635372645832655e+08
1.0583754716033641e-02,9.0132313537214088e+00,7.6757579531426891e+03,6.5367522304758448e+06,-1.8881297473206467e+02,-1.6079501741157359e+05,-1.3693464477787021e+08
1.0612194925862585e-02,9.0177126382517319e+00,7.6628013143544085e+03,6.5114654168726588e+06,-1.8874995021102271e+02,-1.6039027019181653e+05,-1.3629163209549609e+08
1.0593364188096012e-02,9.0147410567859438e+00,7.6713643445037023e+03,6.5281776298857611e+06,-1.8879142137548538e+02,-1.6065772376211055e+05,-1.3671650976708084e+08
1.0635592801710192e-02,9.0214288821946358e+00,7.6522466207439566e+03,6.4908651511136470e+06,-1.8869981370284916e+02,-1.6006084297716778e+05,-1.3576840883852300e+08
